Case_ID,Total_TL,Tot_Closed_TL,Tot_Active_TL,Total_TL_opened_L6M,Tot_TL_closed_L6M,pct_tl_open_L6M,pct_tl_closed_L6M,pct_active_tl,pct_closed_tl,Total_TL_opened_L12M,Tot_TL_closed_L12M,pct_tl_open_L12M,pct_tl_closed_L12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
4952,14,11,3,3,2,0.214,0.143,0.214,0.786,4,3,0.286,0.214,3,0,0,0,7,0,0,14,0,7,56,5
4953,3,1,2,2,1,0.667,0.333,0.667,0.333,2,1,0.667,0.333,0,1,0,1,0,0,0,1,2,1,65,2
4954,5,1,4,2,0,0.4,0.0,0.8,0.2,4,0,0.8,0.0,0,0,1,4,0,0,0,0,5,0,169,6
4955,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,2,1,0,0,1,0,2,2,3,1,98,19
4956,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,35,35
4957,9,7,2,2,1,0.222,0.111,0.222,0.778,2,3,0.222,0.333,2,0,0,2,2,0,3,2,7,2,48,2
4958,3,1,2,0,0,0.0,0.0,0.667,0.333,2,0,0.667,0.0,1,2,0,0,0,0,0,3,0,1,58,7
4959,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,3,3
4960,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,2,0,0,0,0,2,0,38,15
4961,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,2,0,0,0,0,2,0,6,6
4962,4,1,3,0,0,0.0,0.0,0.75,0.25,1,0,0.25,0.0,0,1,0,1,0,0,1,2,2,1,39,11
4963,3,3,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,3,2,70,66
4964,12,6,6,0,0,0.0,0.0,0.5,0.5,2,0,0.167,0.0,3,2,2,3,0,3,0,6,6,2,110,8
4965,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,0,0,0,1,1,1,0,3,2
4966,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,1,0,1,0,0,0,1,1,0,24,18
4967,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,8,8
4968,4,1,3,0,0,0.0,0.0,0.75,0.25,0,0,0.0,0.0,0,0,0,0,0,0,0,3,1,4,97,14
4969,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,34,5
4970,3,0,3,2,0,0.667,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,2,0,0,0,1,2,0,11,2
4971,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,23,23
4972,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,1,1,1,0,54,49
4973,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,28,28
4974,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,14,14
4975,8,2,6,0,0,0.0,0.0,0.75,0.25,2,1,0.25,0.125,0,0,0,4,0,0,0,0,8,4,59,8
4976,7,1,6,2,0,0.286,0.0,0.857,0.143,4,0,0.571,0.0,3,0,0,5,0,0,0,1,6,2,32,3
4977,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,0,1,0,1,0,0,0,2,1,1,73,3
4978,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,1,0,0,0,0,0,1,0,4,4
4979,5,5,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,3,0,0,4,1,2,65,45
4980,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,1,0,0,0,0,0,2,0,1,41,20
4981,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,1,1
4982,15,13,2,1,1,0.067,0.067,0.133,0.867,2,2,0.133,0.133,0,0,0,0,14,0,0,15,0,1,67,4
4983,7,3,4,0,2,0.0,0.286,0.571,0.429,2,2,0.286,0.286,1,1,0,4,0,0,1,1,6,1,27,10
4984,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,1,0,0,0,0,0,1,1,1,61,12
4985,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,1,0,0,2,0,0,16,4
4986,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,0,0,0,0,1,0,1,23,23
4987,2,1,1,0,1,0.0,0.5,0.5,0.5,1,1,0.5,0.5,0,0,0,2,0,0,0,0,2,0,13,9
4988,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,1,0,1,0,0,0,1,1,0,9,5
4989,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11,11
4990,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,0,0,0,1,0,0,1,1,1,92,27
4991,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,2,0,0,0,0,0,2,0,137,37
4992,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,75,75
4993,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,0,1,0,0,1,1,2,1,24,8
4994,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10
4995,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,1,0,0,0,0,3,2,11,6
4996,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,75,75
4997,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,1,0,0,1,0,0,0,0,2,1,14,7
4998,6,3,3,0,0,0.0,0.0,0.5,0.5,3,0,0.5,0.0,1,1,1,2,0,0,1,1,5,1,132,8
4999,4,4,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.25,0,0,0,0,4,0,0,4,0,0,55,13
5000,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,0,0,1,0,1,0,6,6
5001,6,4,2,0,3,0.0,0.5,0.333,0.667,1,4,0.167,0.667,0,1,0,4,0,0,0,1,5,1,25,10
5002,31,22,9,2,8,0.065,0.258,0.29,0.71,6,9,0.194,0.29,2,2,0,3,14,0,1,21,10,11,96,3
5003,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
5004,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,10,10
5005,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,1,0,2,0,0,97,77
5006,8,2,6,5,1,0.625,0.125,0.75,0.25,5,1,0.625,0.125,1,0,0,6,1,0,0,1,7,1,40,6
5007,24,22,2,0,0,0.0,0.0,0.083,0.917,2,3,0.083,0.125,2,0,0,0,23,0,0,24,0,1,134,12
5008,11,8,3,0,1,0.0,0.091,0.273,0.727,0,2,0.0,0.182,0,3,0,5,0,0,1,3,8,2,78,14
5009,4,3,1,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,1,0,0,1,3,0,0,3,1,0,25,1
5010,8,2,6,2,2,0.25,0.25,0.75,0.25,5,2,0.625,0.25,1,2,0,5,0,0,0,2,6,1,37,3
5011,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,1,0,0,0,0,1,0,3,3
5012,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,1,0,0,0,0,0,0,3,0,3,80,35
5013,3,1,2,1,0,0.333,0.0,0.667,0.333,2,0,0.667,0.0,0,1,1,1,0,0,0,1,2,0,203,4
5014,24,11,13,7,7,0.292,0.292,0.542,0.458,15,7,0.625,0.292,1,2,1,8,5,0,3,9,15,5,64,3
5015,8,8,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,8,0,0,8,0,0,30,18
5016,3,1,2,2,0,0.667,0.0,0.667,0.333,2,0,0.667,0.0,1,1,0,1,0,0,0,1,2,1,90,4
5017,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,26,26
5018,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,23,23
5019,18,11,7,3,1,0.167,0.056,0.389,0.611,6,3,0.333,0.167,4,3,0,0,14,1,0,18,0,0,172,2
5020,6,5,1,0,1,0.0,0.167,0.167,0.833,1,1,0.167,0.167,1,2,0,1,0,0,2,3,3,1,68,8
5021,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,30,30
5022,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,0,0,0,0,0,0,2,0,2,62,21
5023,3,2,1,0,1,0.0,0.333,0.333,0.667,1,1,0.333,0.333,0,1,0,1,0,0,1,1,2,0,172,6
5024,9,6,3,1,6,0.111,0.667,0.333,0.667,3,6,0.333,0.667,0,0,1,8,0,0,0,0,9,0,21,4
5025,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,1,0,1,0,0,0,1,1,0,12,0
5026,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,1,0,0,1,1,0,9,5
5027,17,8,9,4,3,0.235,0.176,0.529,0.471,8,6,0.471,0.353,4,0,0,6,6,0,3,7,10,2,25,2
5028,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,21,21
5029,3,0,3,1,0,0.333,0.0,1.0,0.0,3,0,1.0,0.0,1,1,0,0,0,0,0,3,0,2,10,3
5030,12,9,3,1,1,0.083,0.083,0.25,0.75,3,3,0.25,0.25,2,0,0,4,7,0,0,7,5,1,63,3
5031,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
5032,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,38,38
5033,13,6,7,4,3,0.308,0.231,0.538,0.462,7,5,0.538,0.385,2,0,0,9,0,0,0,0,13,4,33,1
5034,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,73,73
5035,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,0,0,0,0,1,0,1,6,6
5036,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,7,4
5037,4,2,2,0,1,0.0,0.25,0.5,0.5,2,2,0.5,0.5,0,0,0,1,0,0,0,2,2,3,22,11
5038,10,5,5,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,3,0,6,0,0,0,3,7,1,182,17
5039,4,0,4,3,0,0.75,0.0,1.0,0.0,3,0,0.75,0.0,2,1,0,3,0,0,0,1,3,0,18,3
5040,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,1,0,0,0,0,0,0,0,1,1,10,10
5041,9,9,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.111,0,0,0,0,9,0,0,9,0,0,30,18
5042,4,3,1,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,0,0,0,1,0,0,3,0,4,0,62,1
5043,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,1,1,0,0,1,0,2,1,0,42,10
5044,25,17,8,3,3,0.12,0.12,0.32,0.68,8,3,0.32,0.12,1,0,0,6,15,0,1,15,10,3,45,5
5045,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,30,30
5046,6,2,4,2,0,0.333,0.0,0.667,0.333,2,2,0.333,0.333,1,3,2,0,0,0,0,4,2,1,31,1
5047,2,1,1,0,0,0.0,0.0,0.5,0.5,1,0,0.5,0.0,0,1,0,0,0,0,1,1,1,0,48,8
5048,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,38,38
5049,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,80,80
5050,3,0,3,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,2,0,0,0,0,3,1,40,15
5051,3,1,2,1,1,0.333,0.333,0.667,0.333,2,1,0.667,0.333,0,0,0,3,0,0,0,0,3,0,12,5
5052,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,1,0,0,1,0,0,2,0,0,20,3
5053,5,3,2,0,0,0.0,0.0,0.4,0.6,1,0,0.2,0.0,0,3,0,0,0,1,0,5,0,1,157,6
5054,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
5055,8,0,8,3,0,0.375,0.0,1.0,0.0,7,0,0.875,0.0,3,0,0,4,1,0,0,1,7,3,16,2
5056,15,12,3,0,4,0.0,0.267,0.2,0.8,4,5,0.267,0.333,0,1,0,11,0,0,0,1,14,3,40,8
5057,2,2,0,0,1,0.0,0.5,0.0,1.0,0,1,0.0,0.5,0,0,0,1,1,0,0,1,1,0,20,13
5058,3,1,2,0,1,0.0,0.333,0.667,0.333,0,1,0.0,0.333,1,0,0,2,0,0,0,0,3,1,22,15
5059,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,53,53
5060,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,1,0,1,1,0,10,7
5061,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,15,15
5062,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,11,4
5063,3,0,3,1,0,0.333,0.0,1.0,0.0,1,0,0.333,0.0,2,0,0,0,0,3,0,3,0,0,36,2
5064,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
5065,3,1,2,1,0,0.333,0.0,0.667,0.333,1,0,0.333,0.0,1,1,0,0,0,0,0,2,1,2,63,4
5066,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,0,0,0,1,0,1,0,5,5
5067,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,13,13
5068,12,11,1,0,0,0.0,0.0,0.083,0.917,0,0,0.0,0.0,0,1,0,0,10,0,0,11,1,1,105,17
5069,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,24,24
5070,4,0,4,0,0,0.0,0.0,1.0,0.0,1,0,0.25,0.0,3,1,0,0,3,0,0,4,0,0,20,9
5071,4,1,3,3,1,0.75,0.25,0.75,0.25,4,1,1.0,0.25,0,0,0,4,0,0,0,0,4,0,10,2
5072,5,1,4,0,1,0.0,0.2,0.8,0.2,3,1,0.6,0.2,2,0,0,0,0,2,0,5,0,3,68,7
5073,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,0,0,0,0,2,0,2,5,4
5074,5,3,2,0,1,0.0,0.2,0.4,0.6,0,1,0.0,0.2,1,0,0,0,4,0,0,4,1,1,41,17
5075,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,2,0,0,0,0,2,0,10,7
5076,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,7,7
5077,27,19,8,2,2,0.074,0.074,0.296,0.704,4,6,0.148,0.222,5,2,1,1,12,0,4,19,8,7,140,1
5078,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,18,18
5079,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,22,22
5080,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,56,56
5081,4,0,4,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,4,0,4,0,25,24
5082,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,0,0,1,0,0,0,0,2,1,15,15
5083,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,0,0,1,1,1,1,0,11,2
5084,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,1,72,72
5085,4,0,4,2,0,0.5,0.0,1.0,0.0,4,0,1.0,0.0,1,0,1,0,0,0,1,2,2,2,11,2
5086,1,1,0,0,1,0.0,1.0,0.0,1.0,1,1,1.0,1.0,0,0,0,1,0,0,0,0,1,0,10,10
5087,10,7,3,0,0,0.0,0.0,0.3,0.7,1,1,0.1,0.1,2,0,0,0,6,0,0,8,2,4,81,11
5088,9,8,1,0,1,0.0,0.111,0.111,0.889,0,3,0.0,0.333,0,2,0,2,3,0,0,5,4,2,149,15
5089,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,31,31
5090,17,12,5,3,0,0.176,0.0,0.294,0.706,3,0,0.176,0.0,3,3,0,2,10,0,0,15,2,2,103,2
5091,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,43,43
5092,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5093,5,2,3,0,0,0.0,0.0,0.6,0.4,1,0,0.2,0.0,0,1,0,4,0,0,0,1,4,0,38,9
5094,2,0,2,0,0,0.0,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,23,12
5095,1,1,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,0,0,0,1,0,0,0,0,1,0,17,17
5096,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,1,2,0,0,0,0,0,2,0,0,12,10
5097,4,0,4,2,0,0.5,0.0,1.0,0.0,4,0,1.0,0.0,1,0,0,3,0,0,0,1,3,1,7,3
5098,2,0,2,2,0,1.0,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,0,0,0,2,0,2,0,5,3
5099,6,1,5,5,0,0.833,0.0,0.833,0.167,5,0,0.833,0.0,2,0,1,1,0,0,0,3,3,4,22,1
5100,11,3,8,3,2,0.273,0.182,0.727,0.273,6,3,0.545,0.273,2,0,0,6,0,0,1,0,11,4,20,2
5101,3,0,3,0,0,0.0,0.0,1.0,0.0,1,0,0.333,0.0,0,0,0,2,0,0,1,0,3,0,16,12
5102,3,1,2,0,1,0.0,0.333,0.667,0.333,2,1,0.667,0.333,0,1,1,0,0,0,1,1,2,0,30,6
5103,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,19,19
5104,27,22,5,0,0,0.0,0.0,0.185,0.815,1,1,0.037,0.037,3,4,0,0,19,0,0,27,0,4,86,10
5105,9,8,1,1,0,0.111,0.0,0.111,0.889,1,0,0.111,0.0,0,0,0,0,2,0,1,8,1,6,77,5
5106,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,0,0,0,0,0,1,0,38,38
5107,2,1,1,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.5,0,0,0,2,0,0,0,0,2,0,15,15
5108,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,0,1,1,0,0,0,1,1,2,0,72,8
5109,5,2,3,0,0,0.0,0.0,0.6,0.4,0,0,0.0,0.0,0,0,0,4,0,0,0,1,4,1,36,21
5110,50,36,14,3,6,0.06,0.12,0.28,0.72,10,10,0.2,0.2,6,5,4,24,7,1,4,13,37,5,156,2
5111,2,2,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,2,0,0,0,0,0,2,0,0,87,81
5112,3,2,1,1,1,0.333,0.333,0.333,0.667,1,1,0.333,0.333,0,0,0,1,0,0,2,0,3,0,25,5
5113,3,1,2,0,0,0.0,0.0,0.667,0.333,0,0,0.0,0.0,0,0,0,0,0,0,0,2,1,3,152,51
5114,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
5115,10,3,7,2,3,0.2,0.3,0.7,0.3,9,3,0.9,0.3,2,0,0,6,0,0,2,0,10,2,14,2
5116,3,1,2,1,1,0.333,0.333,0.667,0.333,1,1,0.333,0.333,0,1,0,0,2,0,0,3,0,0,14,3
5117,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,1,0,0,0,0,0,2,0,1,15,2
5118,5,5,0,0,0,0.0,0.0,0.0,1.0,0,2,0.0,0.4,0,1,0,0,4,0,0,5,0,0,30,20
5119,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,10,10
5120,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5121,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11,11
5122,2,0,2,1,0,0.5,0.0,1.0,0.0,1,0,0.5,0.0,0,0,0,0,0,0,0,2,0,2,15,2
5123,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,0,1,0,2,0,0,0,1,2,0,22,1
5124,3,2,1,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.333,0,0,0,1,2,0,0,2,1,0,119,16
5125,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,11,11
5126,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,1,0,0,0,0,0,1,0,0,9,9
5127,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,16,16
5128,6,4,2,0,1,0.0,0.167,0.333,0.667,1,1,0.167,0.167,0,3,0,3,0,0,0,3,3,0,66,7
5129,3,0,3,0,0,0.0,0.0,1.0,0.0,3,0,1.0,0.0,0,0,0,2,0,0,0,0,3,1,10,7
5130,4,2,2,2,0,0.5,0.0,0.5,0.5,2,1,0.5,0.25,1,0,0,1,1,0,0,2,2,2,161,4
5131,7,6,1,0,1,0.0,0.143,0.143,0.857,0,1,0.0,0.143,0,1,0,5,0,0,0,2,5,1,97,21
5132,2,0,2,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,24,17
5133,4,1,3,1,0,0.25,0.0,0.75,0.25,2,0,0.5,0.0,0,0,1,0,0,0,1,2,2,2,94,4
5134,1,0,1,1,0,1.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,4,4
5135,13,12,1,0,0,0.0,0.0,0.077,0.923,1,2,0.077,0.154,1,4,1,0,8,0,0,12,1,0,73,7
5136,1,1,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,83,83
5137,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,6,6
5138,8,8,0,0,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0,0,8,0,8,107,85
5139,18,14,4,1,2,0.056,0.111,0.222,0.778,5,6,0.278,0.333,0,3,0,14,0,0,0,3,15,1,79,5
5140,2,2,0,0,2,0.0,1.0,0.0,1.0,1,2,0.5,1.0,0,1,0,1,0,0,0,1,1,0,27,10
5141,3,1,2,0,0,0.0,0.0,0.667,0.333,1,0,0.333,0.0,1,0,0,0,1,0,1,2,1,1,69,12
5142,1,1,0,0,1,0.0,1.0,0.0,1.0,0,1,0.0,1.0,0,1,0,0,0,0,0,1,0,0,39,39
5143,3,1,2,0,0,0.0,0.0,0.667,0.333,2,1,0.667,0.333,0,0,0,3,0,0,0,0,3,0,15,6
5144,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,74,74
5145,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,0,0,1,0,0,0,1,0,2,0,10,6
5146,3,0,3,2,0,0.667,0.0,1.0,0.0,2,0,0.667,0.0,1,1,1,0,0,0,0,1,2,1,64,3
5147,3,2,1,0,0,0.0,0.0,0.333,0.667,0,1,0.0,0.333,0,0,1,0,0,2,0,2,1,0,161,13
5148,4,2,2,0,0,0.0,0.0,0.5,0.5,0,1,0.0,0.25,0,1,1,2,0,0,0,1,3,0,184,20
5149,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,18,18
5150,2,2,0,0,0,0.0,0.0,0.0,1.0,0,1,0.0,0.5,0,2,0,0,0,0,0,2,0,0,75,41
5151,11,10,1,0,0,0.0,0.0,0.091,0.909,0,0,0.0,0.0,0,0,0,0,11,0,0,11,0,0,85,13
5152,11,9,2,2,2,0.182,0.182,0.182,0.818,3,3,0.273,0.273,2,0,0,0,11,0,0,11,0,0,90,1
5153,2,0,2,0,0,0.0,0.0,1.0,0.0,2,0,1.0,0.0,0,0,0,1,0,0,0,0,2,1,8,8
5154,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0,0,19,19
5155,4,1,3,1,0,0.25,0.0,0.75,0.25,2,0,0.5,0.0,0,0,0,0,4,0,0,4,0,0,43,4
5156,2,0,2,1,0,0.5,0.0,1.0,0.0,2,0,1.0,0.0,1,0,0,1,0,0,1,0,2,0,7,5
5157,4,1,3,2,0,0.5,0.0,0.75,0.25,3,0,0.75,0.0,2,0,0,1,1,0,0,3,1,2,22,3
5158,1,0,1,0,0,0.0,0.0,1.0,0.0,1,0,1.0,0.0,0,0,0,1,0,0,0,0,1,0,7,7
5159,2,1,1,0,0,0.0,0.0,0.5,0.5,0,0,0.0,0.0,0,1,0,0,1,0,0,2,0,0,46,25
5160,1,0,1,0,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,13,13
5161,4,3,1,0,2,0.0,0.5,0.25,0.75,1,3,0.25,0.75,0,1,0,3,0,0,0,1,3,0,34,10
5162,15,12,3,2,0,0.133,0.0,0.2,0.8,3,0,0.2,0.0,0,0,1,2,12,0,0,12,3,0,30,4
